tweet,Label
Actually I have some problems with the British pronunciation... And yes  my Internet service sucks..,0
That sucks  they owe you much?,1
Boo  to be fair they shouldn't give away your room. Kick their ass!,1
Wow  that's bad-ass. You're like Stanley now. Well  even more so...,1
lol figured. So anyway  anna is still being a bitch(sorry for the language) She doesnt want to go on the trip. So now onto plan B,1
anna just has to ruin the holidays for me  just like every year. Damn you anna!,1
those will sell like hot cocks....cakes...hot cakes...damn it!,0
it's the power of having ass loads of money....some people could release an album of static and it'd still go platinum,0
damn  sorry to hear it,0
see previous. Damn twitter.,0
rock out with ur cock out dude!!!,1
that's a shame  I hate having to unfollow someone! :-P,1
BIG FAT HARD HAWAIIAN DICK. Too much?,1
 i hate that too - i have blocked a few of stalker / serial networkers on fb too.  maybe they should tweet first?,1
LOL - nah  that's just what we tell the loser guests that we usually toss down in the newsroom!! oh  wait...,1
Israelis to Spanish FM ... Kiss my ass.,1
No  but I'm saying that money that has gone into Gaza SHOULD be feeding people  not waging war and breding hate.,1
I had a dream involving a rhino chasing me because of my polo cologne. Everyone says it represents a fat woman. My life sucks.,1
Taking the piss = talking trash  perhaps,1
& @babysinead that dude is a fucking PSYCHO. i turned down working for him and he told ppl that I DID and that i was TROUBLE.,1
& @babysinead i've never even met him in person. he's a fucking douche.,1
I get that too! It sucks!,1
hey fag why you gotta ask the whole world!? j/k your awesome,1
gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,1
Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,1
Damn skippy. I should be dead 10 times over......,1
Its foggy as hell here too. Looks like damn Seattle.,1
"He's got NO right  but that makes no diff to him. He's just still mad he went from ""cotdamn!!"" to ""oh.....damn.""",0
lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),1
if u hate shapes  how can you pull shapes?,0
OMG. GREAT list! I can add to TMI Freak. Folo one who shares stories about sex toys. No joke.,0
Do you really have a big man ass?,1
I hate it so much! :),0
i don't know that bambi's ass is a nice place. LOL,1
attention whore!,1
I laughed so hard when I first heard because my gay husband (good friend  lol) says code 3 when he has an emergency,1
http://twitpic.com/xipq - this only makes me hate having a verizon contract even more.  erg.,1
no guarantees.  hate the place. I'm ust going there to make sure my parents are still alive.,1
AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,1
Praying for your grandmother and your momma. I hate that they are facing so much.,1
Would you mind if I blogged about it to? Hate doing that without asking first! #cleanup09,0
bitch please your gorgeous,1
IT'S SO FUCKING CUTE,0
i fucking hate that word  hahaha.,1
i know  haha. 1408 is so gay. i don't even know why i'm watching it.,1
omg - that sucks arse! I am so sorry =/,1
Sounds like good times. I'm in the office until 7:00 and then I'll probably go for a run. I'm a fat boy getting fatter.,1
Ye Olde Cock looks nice.,1
i hate it when that happens :),0
so he isnt gay anymore?,0
sure you can  I'll hide the flashlight. go emo go!,1
emang lagu2nya emo? bukannya mellow? :D,1
gitu emo jaman dulu ya :D,1
Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.,1
I thinks you meant to say that TWILIGHT was epic fail  not your mistake. I hate stephanie meyer and I've never even met her.,1
are you still at school?! Ha!! Sucks to be you!! I finished two and a half weeks ago.,0
lawl. Sucks to be THEM  then.,1
I'd die first. Damn fareway.,1
and THAT is why I hate that movie/musical. Despite the awesome music  there's no redemption  and I love redemption.,0
LMAO! He's horrible. The Beatles changed the fucking WORLD! And are still an icon to this day. Who the fuck are you?!?!?,1
oh and go blue whale watching. forgot to say.,0
I got a gigantic  bad ass pizza cutter.  It's not just for pizza anymore.,0
I need to see how this ravin rabids game works first. It'd all have to be in the ass moving. Maybe not moving enough = bad oral?,1
Me will be snoring in about 10... tired. I woke up at 5  damn it all,0
I work in McCormick Place & hate the commute to nwi. You probably wouldn't even need to rehearse with the repetitive repertoire.,0
holy fucking jesus mother  gad damnit WTF? wow.,1
really? Thank fucking god for sleeping pills!,1
dude  that pic of you in the Gold 2009 flyer looks like a friggen glamour shot  fag. hearts!,1
Eff yeah! give @jeffreyparadise and @richiepanic a slap on the ass for me,1
you are fucking killing me. Please come to a party at my house next time yer in LA. Rice pilaf will be ready,1
I swear I had to really force myself today. hate days like that!,0
It really sucks  most come on due to too much stress. I cannot control them. It has ruined a lot in my life  but keep pushing on!,0
I hate Heidi and Spencer!!!!!!! I want them off the show!!!!!! YUCK!,0
I hate to open the flue after a long fall. We get birds or dead squirrels...totally scary!!!!!,1
Damn it all... I hate being trendy! LOL!,0
depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,1
thanks. it's part 2 we got stuck on. The rolling didn't seem to work. I'm a loser :),0
he won't wanna pet the guinea pig?,1
i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,1
no prob  but watch out  it's fucking addictive!,1
re:fuck the creative industries blog post (at squares of wheat):I say:Waaaay too much empty rhetoric there. Be the Change ?,1
yeah gymboy  time for you to fuck those weights and do some plyometrics,0
damn that's quite a long code...but  one thing I can tell right now is that STDOUT and tty output streams need not be same,0
u take CNN's word over mine? damn it. already told u that. ;),0
Did...I mention that among my new disciplines are Dementation  Dominate  Presence  and Obtenebration?  I am fucking AWESOME.,1
I *really* hate housework! Then again  it was great waking up to a clean LR & kitchen! Maybe I should do it more often... :-),1
I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?,1
well damn we should have had a tweet up. I was at Kona last night as well.,1
ouch! Hope your alright! :S I hate Black Ice  Almost broke my arm on it the other week :P,1
word? oh damn! didn't expect that response,0
ah damn Sosa not the Bumsquad fam.......Hopefully you didn't drop $600,0
I thought 7lbs represented the weight of the burdeon on his shoulders. By the way the movie was pretty damn good wasn't it?,0
You have waaaaaaaaaaay too much free time! ...but that's damn cool!,0
eeeeew  I wanna cum ;),1
damn shame right? Specially since there's so much uncut dope out there!,0
hey- finally managed to book the damn tickets online- took me over an hour!!! PVR sucks.,0
 AAYE!!!  richard gre is NOT gay-re :P,1
fuck yeah bra,1
damn them! I'll link to another,0
nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?,1
Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,1
oh DAMN.  I should be SO much more sophisticated  but that IS a cool #song.  OK  except that last bit.  eep.  a little too #MS,0
the new MacBook Pro?I am getting used to the tapping. I hate the way new track pad clicks. Too loud. Too hard to press.,0
if Santa's magic dies  he just becomes a regular old fat guy in a funny looking suit taking a 747 back to the North Pole,0
damn!,0
aww damn!  I think we need to kick him out the league!  LOL,0
#NAME?,1
also need to know if it is needle free as belenophobic husband would freak.,0
BOTH ARGHH!!!! I'm gonna nap cuz I'm emo right now.,0
 GOOD! Now u can bring ur happy lil' ass over here & help me finish hanging this garland.  ;-),1
 Damn him!!  Oh well...worth a try.,0
Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,1
My friend is gay so it was kinda perfect - he said I could shop all day and then we'd go out. And no putting out! ;),0
I have family flying in soon. Also I don't fly O'Hare in winter. My new rule. HATE. He's at a nice hotel though. :/,0
"I'm not sick  unless by sick you mean bad ass. In which case I am totally sick. Sick with a ""ph"" yo!",0
The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,1
I hate when that happens!,0
 me too!!! I also hate closing then opening then closing shifts that gets me all out of wack.,1
I knew it wouldn't freak u out when ur time came!  Capture it if u can.,0
"says ""no more pizzas for the situation room! or else we will be fat when the war is over...""",1
dammit I need to get an iphone. no  damn verizon...,0
no kiddin! I hate wedding planning mania.  probably the reason i got married by a justice of the peace with two witnesses.,0
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,1
you're damn right I did,0
I never thought of it that way - but damn - that IS a good name..,0
He was a poodle of some kind. Toy maybe? I remember his name was Jack. So damn cute I wanted to just pick him up and squeeze him!!,0
dude  you must earn  or have a lot of dough to shell out 50usd a day! Damn  that's serious!,0
I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,1
it's pretty bad ass YO!! and the guys that run it kick ass too,0
if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,1
"lol...I might...sun isn't up yet.  Busy  multiple projects and people ready to kick ass or ""die tryin"" :)) wErd",0
wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,1
niCE that totally kicks ass!!,0
damn skippy trippy :),0
hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,1
yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,1
 man! I have an idea that you will LOVE & HATE!!,0
Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,1
Not talking about incident but more so the attitude that I'm gonna bitch & make a comp do something on a subjective matter.,1
she doesnt want to scar you for life like i could.  cant talk her into sending you the video of they guy with the jar in his ass.,1
when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,1
is there a good intro to cucumber+rspec? the wiki sucks.,0
 when i was young  i used to hate terry preichet!because i compared him to tolkien... pretty dumb in hindsight!,0
I hate how the corporate world wants americans to shave everyday.,0
what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!,1
sucks  don't it?,1
It's just so damn cute. even the ghosties that KILL YOU OVER AND OVER AND OVER AND OVER.... *ahem* are cute.,0
Damn  Thats out of reach for me now. Thanks anyway. Ever tried this ? http://camstudio.org,0
doc's a dick.. ill manage without injuring myself.. self inflicted pain would be desperate..which I think I am.. Siiigghhh!!,1
Agreed!  Twitter showed the way with the whale ;),1
No- shopping isn't what sucks! It's the crowds that cause the trouble. haha! Love your website btw!!,1
FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,1
Thats cause they are School Girls! GAY!,0
and also jus my lappy is gone so m usin last fm...othrwise who gives a damn...once its bak i'll hav all the songs so bbye last.fm,0
Merry Christmas to you too  Casey. For tomorrow. Er  or today. Grrr  damn time zones....,1
Are we going to see an appearance of the 'fuck me' boots? :P,1
Sounds more reasonable. I hate having to buy 8+ presents for my very small family alone. Soulless Myer gift cards FTW,1
ugh that sucks. Its good she cares but still I'm sure you'd be ok.,0
"Kelidawn me too! I hate putting it away just s much. But i do luv the way it smells when it comes out the dryer!
Ashley",0
Wtf. Fuck you,1
damn you! was there grape? please tell me you've tried grape. its the best!,0
damn I wanna go Ms Baker  too!,0
damn I wanna go see Ms Baker  too!,0
You should had me do that cleaning. Damn.,0
yeah  but are they stealing them from those damned stores that hold the poor things hostage in windows? i hate those stores,0
Lawlz. yr a bitch. hoe.,1
Sorry you bitch punched TEO.,1
oh no  I always try to make my desk look neat. Fail whale. There are always newspapers piling up  cables are worse!,1
Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..),1
Damn him!  I had my milk all ready for some dunkin',0
Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...,1
that sucks.,0
I hate to say it  but  I'm day 14 :( That is the only item both my kids have in common on there Christmas list this year!,0
it's cuz twinkle sucks :),0
have a safe trip  planes freak me out :(,0
Will Tweetie ever startup/refresh with the last read tweet like Twitterific? I hate scrolling wayyyy down to see tweets i missed,0
Lol  I'm not enough of a LOTR nerd to need to install Tolkien fonts. :),1
it was a good show...dude!  Did you call in gay  rotfl,1
hmmm....or do they hate you because you didn't let them join in the parranda? Nah  probably the corp council thing,1
LOL Hon  I have been saying for a while now that this boy will be gay. It really bothers the hubs when I do  so Im tryin 2b good,1
"lol exactly. ""Hey guys  how about a 13-sided paralellogram? THAT'LL fuck em up!",1
Yeh  but every nerd like to think he/she is devastatingly good-looking  as revenge on those who snubbed them. Trust me  I kno,1
Gee  i might if the person running this hadn't been such a bitch to me. I'll focus my efforts elsewhere  thanks.,1
haha you'd think so right? I AM giving something away though i'm just surprised cause it's that high..my sqz  pg honestly sucks lol,1
Ahh! Damn! Thank you! Is there any way to show them?,0
heh i'm a thunking (friggin hate that word - 'thunking' how daft - anyway) - is it a CON?,1
oooh no be well that sucks - i know :-),0
 i just fucking beat you!,1
HOLY FUCK! that was one tough fucking cow!,1
to bad i am the god damn WINNAR!,0
yeah i know but its also too bad about the children ya know BECAUsE I FUCKING WON!,1
ur telling me! Especially out on the back roads in east bum fuck!,0
Heh  his name's Jeremy (stupid little nerd  but he's up for any challenge.) And he's about to break  anyway.,1
you are gorgeous as fuck.,0
ouch that sucks.,0
hippies hate that stuff... too chemical-y. This is true when used in ENORMOUS amounts.,1
Yeah  do you believe our kids hate steak?  When we have steak  they eat lips and you know whats. LOL,0
Damn girl  these are CUTE! http://tinyurl.com/8d8v8c,0
i have to go inside of you tomorrow. i hate myself every time i am in you. i feel cheap and dirty.,1
I think I have the same nasty chest cough. It sucks.,0
know you have the Yahoo T&C story too... damn what are they chasing the few customers they have away now?,0
- thanks for following Austin Girl's @fatbastardrules. Fat Bastard  loves pink stilettos & pink iPhones. Not afraid to  ...,0
#NAME?,1
"(RT) Fat Bastard (my beagle) is writing his ""tail-all"" confessional diary about online dating...",1
- Austin Girl & Fat Bastard are giggling with anticipation over Kitty Kat's Halloween pics!,0
- Fat Bastard sends hugs for retweet on Austin Girl blog: http://austingirlblog.wordpress.com (need feedback on writing),1
- Austin Girl's Fat Bastard (Beagle) fibs on reading diet & exercise books  really reading 'Guide to the Best Chow in Town.',0
#NAME?,0
jizz in my pants is old news nigga. Keep up LOL. instead of doing it locally just come over early and do it here. Fuck local shit,1
@lastlee...that movie was good...not boring...very gay....but equally good,1
I WANT TO...but i will be in vegas....FUCK lol...i wanna go see the wrestler...its in SB i assume? gimme the details,0
fuck u and ur early screenings...jealous...prepare for tuesday mash...im coming with woody to freebirds/mash,1
cant wait to get FUCKED THE FUCK UP,1
well if they hate you  are they still considered a fan?,1
Lucky u! Its summer here in Aus..bloody hate it when it gets over 35c...wanna swap? Ill make a snow man in thy honour! lol,0
I'm kinda meh on it--It wouldn't even be a contest as Madonna would kick his ass while he was running around screaming.,1
well I try my best. SOCIAL media..keep it social damn it!! peace love and happiness leslea =),0
ok I take you off of my hate list and send you hugs  I am in business..this is my alter ego. mwahahah,1
http://twitpic.com/rt32 - omg :/ sucks to be u. hope u got some good tunes going makes it more delightful to sit through.,1
do you mind that? i hate that term.,0
it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman,1
thanks sweety. Loki just rubbed me in with Ben Gay before he passed out for the night. too.,0
that would be one shocking pussy lol,1
 Totally agree with you.  Fuck Prop 8.  very cool that apple came out publicly against 8 on the website.,1
u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0),1
I'm surprised you hate this movie so much - um  what exactly is a good movie for you?,0
"oh man that was a funny tweet. I'm in tears over here. Hahaha. I hate mac ""genuises"" soooo much.",0
fuck yes,1
smart ass - here http://thetyser.com/,0
oooommmmmmmmg im watching biggest loser and i dont know who to vote for who are u going to do,0
hey hey Biggest loser couples starts on tuesday,0
that's the spirit! kick ass!,0
no. no. no toasted ass. kaya toast please! :D,0
he was yelling at me that golden axe sucks  I have to play castle crashers. Which is the same game but newer.,0
:) if she is a dumb hoe why'd he put his cock in her?,1
still nothing.  Lucky for you I have the free time to hop on twitter and remind you that you still fucking owe me.,1
charter sucks as is nothing but trouble - att needs to roll out uverse faster!,1
right now I hate you and wanna be you at the same time... Such a weird feeling. Btw  Dirty Sexy Money rocks ;-),0
 how is your blog? Your blog makes me hungry. I hate cooking  but like eating :),0
"btw -  quick disclaimer  in general I hate 90% of the ""believers"" I have met.. especially christards.",0
did Santa cum n visit u huny?,1
nice voicemail... i didn't enjoy it cuz i am a bitch.,1
summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs,1
today its warm though  crazy ass Cali weather,0
I hate it when that happens. I've been yelled at by many bus drivers in the past.,0
Well I I said some words about Pollgod that i didnt mean because a SP member was being a fuck head lol,1
i'm with you on the new yrs res! i'm 10lbs chubbier than i was 8 mos ago and i ALSO thought i was completely immune to fat! :(,1
Oh  you bastard.  You couldn't wait until I'm not busy.  I'll probably catch the tail end again.  Damn it all.,1
"on todays burn the fat blog. Did I strike a nerve? http://tinyurl.com/69xzth "" A-Bud: I thought it was dead on.",0
CAAAAARRRRBBBS & FAT - yum  thanks for sharing ;),0
How is the Loser episode?  Lotsa crying??,1
i hate it when that happens :(,0
I am Dutch ;) Over here  there's a difference between the fat ho-ho santa and st. nicolas (sinterklaas).,1
fuck off!!!,1
that was when wrestling was bad ass. Raw is war  against wcw,0
ducking ducking ducking. Stupid ass autocorrect,1
DAMN TJ  You getting called out in songs now??!!,1
Damn!! Thats cold! The reason I'm always there for my kids!,0
LMAO!! I aint gonna front  shit did look kinda moist! Ol Duncan Hines Ass!!! LOL!!,1
my programs is telling me the same damn thing. WTH!?!,1
I prefer no doz pills washed down with coffee to get my ass movin.....,0
I wanna see her tall lanky ass playin tennis  lol,1
who ruined your day im looking for an ass to kick 2day,0
The guy who runs it is a major dick  underpays or doesn't pay models. He's harassed me and belittled me.,1
something about piss should do. or zebras.,0
oh blah. I noticed the used look  that's easy to do but damn... green?? ARG.,0
Yeah it was four years ago  but I have a long memory. I also still hate the Avalanche even though they've sucked for years. :},1
Grew up a Habs fan  which meant I had to hate the Leafs when I moved to Toronto  which meant embracing the Wings.,1
Wilt fresh spinach with hot bacon fat and top with bacon!,1
 Graphic novel class? I hate you but I love you but still I hate you and oh yesh  Hows ya boy JImmy?,1
:  that sucks!  well  maybe not...  maybe i can get some things done before you start buggin' me. ;),0
good point cause I need someone to take care of that damn pony,0
usually  if I am at the point where I'm ready to say something mean  I will click away. I hate mean people.  hate them.,1
I've had a few 'fat' comments.  yeah  cause I claim to be thin!!,0
damn  man. those look like some good eats.,0
yes  it's winter time and i'd hate for her ears to get cold out there on the ocean city boardwalk.,1
if we can get a big enough turnout. i can line up some sponsors for a kick ass reception. we've got till then to grow the #tpt,0
lol....hate when movies get the poker wrong.,0
Now I know you're really are GAY!,1
Me?? Hairy ass??? WTF?!?! I would laser that shit...,1
Damn! Wish I was there!,0
I have no doubt that there is a problem there  it's just not the only problem.  I hate mutilple variables in a problem!,0
which keyboard do u hate? I hate iPhone keyboard. Yes touchscreen is cool but I WISH I had actual buttons 2 push! Less typo's,1
write more books  sccessful new venture with me  &bring fat fat 2 L.A. so we can hang out and buy our sons a bunch of cute clothes,1
Fuck you  McGaffigan. I WANT TO GO. NAO!,1
You can stop voting now. Holy fuck. If only McCain had you on his side  and you were 18.,1
You bash Nickelback  but you listen to Staind? WTF?! I hate both  btw.,1
I nominate @Badhorse_ for a Shorty Award in #green because... Why the fuck not?,1
Damn  they had frontiers there! next time. have you seen The ordeal?,0
Joanne Angel? You know how much I hate you right now :p &lt;3 XXXorcist,1
I also lost my wallet over the weekend! its sucks  in my case I was just dumb and appear to have dropped it somewhere...,1
dunno  I just saw her go at the top of stairs; It seemed like an ass slide.,1
It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;),1
Andrew was being boring before so i stopped watching. Damn  he has been on forever  haha.,0
i hate you for making me google that.,0
"RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so ""company can evolve"" AAARRRG!",1
like tha new 50 shit fire.  finally sum club gangsta shit i neede that!!! hook is catchy as fuck and 50 whas rappin good.,1
Alyssa Milano is off tha market!!!! DAMN!!!! LOL,0
i fuck wit u.  u got skillz homie.,1
-- damn fool. you're a 247 workhorse!,1
#NAME?,1
-- damn homie ... in highschool you was the man homie. fuck happened to you?,1
--- that shit right there fool ... is FUCKING TIGHT!!!! --- http://tinyurl.com/6fro26,1
no. ur 13 get the fuck off the internet and get back to playing with ur easy bake oven. stupid parents buyin brats iphones.,1
notice they waited for me to leave before they kicked gordons ass. ps 90min wait at border.,0
if Q is there tell him he sucks. He's dark and plays suspect lol,1
BET sucks  except The Wire reruns,0
thats the only set back  and its a bitch to send ish back,1
blocked. What a fucking load of old shit.,1
lol the fuck what concert was that,1
because I hate you. The last one I rewrote cuz there was a typo and it was bothering me,1
oops but you're forgiven. Hope they win. I Never had a good exp. with a shelter  they hate us military types. Glad you did though!,1
fuck yo couch,1
ground her now and she'll kick your ass lol,1
cool. what kind/speed is it? my 500 has about 60 gigs left and i hate deleting things,0
can't make up my mind. Go out w my girl vip style and leave the dog home alone till morn  stay in or go to a gay pj party,1
Oh  Hannah  I am so  so sorry for your loss. I've done the deathbed vigil and it sucks. I hope your pain eases with time. Love,1
Happy birthday you damn sexy hobo!,1
I'm celebrating and drinking to the fact you're an annoying fuck :),1
I'm doing nothing. I was thinking about going to the Flaming Lips concert  but hate going alone.,1
No  you  I hate you (because of PES :p),0
damn! Next time It will be correct  I promise ;),0
dude the talk about universe at #LeWeb is awesome. As a nerd guy you have to watch it,1
Make it again.  I'll post on it.  I have lots of micro-hate.,0
Jerry IS Cowboy's problem. He won't hire real coach  'cuz then the credit wouldn't go to him. He's poster child for attn whore.,1
Safest not to get on the airplane at all  IMO.Hate to fly  though going to grit my teeth & do it again in Feb after 8 yrs. :-(,0
u r pussy. lulz.,1
damn I missing the leak! At a bar enjoying this ice storm.....an iphone work perfectly,0
damn it  i miss having pets now!,0
don't you just hate that?! Especially when it is over the most irrelevant crap,1
yes. Freakin 17 and in college since i was 16 ugh! It sucks. Hah,1
damn it  i'll trade you!,0
ya  so am i and i stay fat. Evil! You're so lucky. Its unfair!,0
oh.. Hmph  that sucks. My niece just tried to open one of my christmas presents.,0
Then why u cryn? Hate'n on me.,1
LOL ... no ... a very large dark sausage-like-thing made with pig's blood and spices. Surprisingly tasty despite that :),0
If it wasn't for AT&T's spotty network  I'd switch in a heartbeat. That's where Verizon kicks some serious ass.,1
you fart like a fucking bass drum lol,1
fuck looking cute  i'm strictly Timb boots & army certified suits,0
what da drilly wit dat do! ...oh  and i STILL got distribution in Japan...damn  that chick was the worst that night,1
yeah  but w/ that running time u'll be there 2morrow. that mmovie is long as fuck.,1
damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?,1
not to piss u off  but I got a cut yesterday.,0
I'm not getting the firewood...its saturday  damn it!,0
"no-sign. i dont fuck with ""rats""",1
got damn  this dudes flow is boooooring. *sleeps*,0
got damn man. that's nice!!,0
Penn (shitbird) & Teller (I hate them. A lot) vs (the irrisistably awesome) Jamie & Adam? Sorry  is there even a question in there?,0
...they're fucking jeans.,0
http://twitpic.com/s13a - omg i hate scottiethehottie!! he is a retarded spammer!! he is photographer08 (it got deleted ...,1
no fuck you,1
Must Hate Hitler.,0
Wouldn't know Greys if it bit me on the ass. I think she's been a supporting player in some ish I saw already. Total b-list.,0
I don't bother arguing that about Bush anymore because people who admire him have damn near no power post-2008 elections.,1
do you think you are nudging me to change my update...WHORE NAILS!,1
thats what you get for being a fat ass....FAT ASS...,1
I HATE YOU!,1
i've been on twitter 1 week and am about 20 shy of 500. does that make me a loser? LOL LOL LOL,1
alybrooke i can! I hate shopping!,0
FUCK YES!,0
well either wy thy like dick wayyy to much.,1
omg son i JUST figured out how to reply to youuuuuuu. i hate this lmao,1
fail whale?,1
cluster fuck indeed.,1
"- you can trust me to do my part to help @adam_callender win his ""biggest loser"" contest.  ;)",1
Dang I hate the little buttons. GO BACK ONE TWEET!,1
ironic - I normally hate plastic 4 environmental reasons- this time  it actually saved some of the patterns from the wet grass,1
God Damn !! Ok ... How about Peter Duncan then ?,1
Fucking useless ... Sling the Disability Discrimination Act at em !!!bloody terrible !!,0
damn you overload issues! :(,1
that's killer. Wish it was even cool here. But it's been damn near 80 most of the week. No where near festive temps.,1
"ugh  yes. I am a consumer whore... ""and how!""",1
hahah! OMG  that was the creepiest clip of crazy I've ever seen in my life and I hate that part of the trailer! AHHHH!,0
