tweet,Label
You are so right. I hate commercials. I mute them whenever we watch TV.,0
I nominate @yiyinglu for a Shorty Award in #design because...he designed the fail whale :-),1
do you play? I have kind of a love-hate relationship with that stupid game.,0
Lol why do you do this?! I hate your guts :-p,1
I fucking love Mr Egg! It's saved my life after many a messy night out,0
But now I really want one  damn you! i hadn't even realised I NEEDED one til you told me they existed!,1
I know! Damn it! My apologies  I was flattened by the lurgy til New Year. Up and down to London a lot now so gin WILL occur,0
wait  wait  i know: to drive you insane. have i mentioned that i hate spammers  especially@hkdimon  ones who slip through akismet.,0
is that what's happening? we are freezing here in socal office too. i applaud the plan  but hate the execution.,0
i concur cold sucks  but it rains too much in the tropics  there's no real win-win,0
niiice likewise...sure the boricua gave that away. ah yes we boricuas have good taste (Rob Pattinson) hehe damn sexy brits lol,1
i hate having to wait till jan. for the big game lol tedious i tell ya,1
well that sucks. lol discriminating against WoW players...though i can see the logic,0
My friend has wii fit and it's pretty damn cool. Technology amazes me.,0
would be at least 4gb at a guess. I ain't using it ATM  if you don't leech ur ass off you're welcome to lend it,1
hey I was wondering that too. Kept getting 'no service'  was pretty gay. I used the pennytel app instead  optus's loss ;),0
meh. All year round baby. They're actually growing like fuck at the moment  except for the caterpillar incident yesterday.,1
don't hate on ghajini. It was an awesome movie.,1
I disagree.  You're only a poser if you flaunt it and/or have your nose stuck up in the air.,0
If you're hard at work or just leisurely reading  you're not a poser.,1
...it is pretty damn funny to think that Bush drives people crazy to the point that they resort to throwing shoes.,0
Damn Good Gift,0
Smh I thought Soulja Boy Would Do some Good Numbers....This is When Parents Buy The Most Stuff For There Kids.....Damn Bad Times...,0
Damn...Just been Bad Luck For you lately My Boy hope things turn around for you.....,0
Yea that Simply Orange is That Deal..I be Drinkin That 2..Man I Hate Water its so nasty i never drink it lol...Juice Or Pop Forme,0
God Ashley is a bitch  but still  congrats! :),1
I hate it when I get sentences stuck in my head! It's so annoying!,0
I cry  but then I'm just like that fucking woman is a bitch. God I hate her!!! (Yolanda) I'm getting mad just thinking lol,1
gluten and dairy free mix from @traderjoes . Damn good! i highly recommend.  Silk soy egg nog's not so bad either :D,0
lulz. fat chance!  good news is no bacn from friends adding you :D,1
you should come make that for me! I haven't had lunch today. I feel kinda sick again. That sucks.,0
"Looks like lobby card for ""Ocean's 21: On the Half-Ass""",1
Check @ replies from hahlo  twhirl  tweetdeck et. al. they reply to the user not specific ID. Makes following convos. a bitch.,1
unless Adobe gets their head out of their ass Flash will die because mobile will be the dominant platform.,1
I figured so  but I went with the obscure Peter Sellers nod. Me = nerd.,0
Damn  last tweet was for you :P,0
ok  I like this one...damn I wish we could these here in Oz...ROCKMOUNT FLEUR DE LIS SHIRTS FOR MEN...get the black/silver one,0
#NAME?,0
- sucks for you man. @JennJaye took weeks to get over her latest illness.,0
- I agree. No More SteveNotes. Damn!,0
ah damn...my linksys is v.5  won't work with Tomato.,0
Lobsters and ligatures? Are you a Portland-area type nerd  then?,1
fuck yeah!,0
 touche (i hate getting SHUT DOWN. I guess that's what I get when I pray for humility.) at least I am a better student t ...,1
damn I should check twitter in the morning I guess  I would have known how bad out it was thanks to you! Yet I fell on myass,0
So  it seems you are an attn whore.....no comment. ;-),1
posted the fat man version to the beyonce song.,1
 Bitch  you wish. Keep dreamin... =],1
"ahah! and i'll say exactly what i'd say to him: ""bitch make your own!"" i kid:P",1
lol i think she's a huge bitch BUT she's good at what she does and is entertaining at times :),1
AH! i was too! I hated that bitch. I want Bob or Sugar to win:),1
damn I was also going to say that the girls might be shopping at linens n things,0
"How are you ""fat"" if you have a fairly chiseled face in your pic?",0
I prefer women to be fat in other places  anyway.  Fat toes and earlobes are so cute.,1
I hate taking pic's. How do we know that your pic isn't stolen from a super model? LOL,0
nigella is a bit of a tease I reckon  imagine how fat you'd be stayin at hers,1
well i have other people following me outside of blogtv kiddies. i don't want to piss them off :-(,0
Awesome. I make pretty good waffles  but can't make pancakes to my own satisfaction. Too damn picky about them.,0
I missed that?? damn!!,0
twinface it's ATCQ...your drunk ass can't type lol,1
it's a board game: http://tinyurl.com/8fv8hh - the instructions were so damn complex  that i missed a whole bunch of stuff,0
there only a few shows i really look forward to seeing.  i hate when they put a reality show on instead with no warning.,1
Compared to Eeyore and that stupid bear and that demented pig? I think he&#8217;s fine.,1
"See  I had to google ""cloved lemon SCA"" to figure that out. 

(Fat lot of good my Medieval History degree is doing me these days.)",1
  Hairballs  I hate those things...,0
Who owns one - I just fix 'em! Hate it when electricals go to Hades.,1
totally sucks for him to go out like this,0
unnecessary.  pain in the ass.  too much effort.,1
damn ecoterrorists! he shoulda just rented a helicopter  better for the enviroment anyways.,1
Damn  that's a short movie.,0
Yeah i'm with ya...I hate to see guys get hurt  but it's a little easier when it's Roth..if only it had been Ward or Polamalu,1
Yeah  especially if they're those big-ass soft pretzels. Those things are the bomb-diggity.,1
just read the archive artile on your old site. love the jones comparison. how much hate mail did you get?,1
i forgot 2 call in gay 2day too! blast!,1
We miss you back. My Haiku: Famous Dickenson  Exactly Why - I'm not sure. Her poetry sucks.,1
He was just being a dick in H CoT4  his attitude caused wipes  which made him a bigger dick. It was a vicious circle.,1
hah!!! sucks being in canda! Roland  we have bright sunny skys,0
Yeah  I guess so... God  I hate them. You like the show  too?? Yay!,0
twitter's bugging like shit. my tweets stay on top while your guy's updates underneath. this shit is gay.,0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
